AdCluster,Aspect,AspectCount,CommentId,Descriptor,Position,SentimentBinary,SentimentCompound,Topic,TopicCount,TopicImportance,TopicSentimentBinary,TopicSentimentCompound,WordnetNode
few,years,1,192,past,180,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,days.n.01
needed,sleep,3,197,needed,805,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,sleep.n.03
few,times,9,199,several,286,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,times.n.01
boring,minute,6,225,boring,510,-1.0,-0.3182,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
boring,minute walk,1,225,boring,517,-1.0,-0.3182,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
great,weeks,3,234,Great,8,1.0,0.6249,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,week.n.03
last,day,13,234,next,373,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
entire,week,3,240,whole,1044,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,week.n.03
last,day,13,245,last,862,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
daytime,daytime,2,252,daytime,18,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.04
daytime,daytime,2,252,daytime,1743,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.04
last,night,17,253,last,247,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
great,outing,1,256,nice,451,1.0,0.4215,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,field_day.n.04
first,morning,6,256,first,1146,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,morning.n.01
mid,afternoon,2,258,mid,1625,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,afternoon.n.01
great,nights,7,262,good,704,1.0,0.4404,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
few,days,7,263,few,1140,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
great,nights,7,268,Good,1142,1.0,0.4404,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
great,Friday nights,1,268,Good,1142,1.0,0.4404,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
first,nights,7,276,first,100,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
plus,minutes,11,277,plus,377,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
terrible,night,17,291,terrible,87,-1.0,-0.4767,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
due,night,17,291,due,87,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
terrible,sleep,3,291,terrible,93,-1.0,-0.4767,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,sleep.n.03
due,sleep,3,291,due,93,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,sleep.n.03
terrible,night sleep,2,291,terrible,93,-1.0,-0.4767,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
due,night sleep,2,291,due,93,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
last,morning,6,292,next,627,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,morning.n.01
senior,year,4,295,senior,71,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,year.n.02
few,times,9,296,several,99,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,times.n.01
2nd,night,17,296,2nd,248,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
off,season,2,297,off,343,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,season.n.01
late,afternoon,2,297,late,3018,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,afternoon.n.01
full,day,13,297,full,3084,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
stiff,night clerk,1,297,stiff,3416,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
first,minutes,11,297,first,3672,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
few,minutes,11,297,few,3672,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
early,evening,1,297,early,6074,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,evening.n.03
high,season,2,297,high,6425,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,season.n.01
brisk,minute,6,300,brisk,279,1.0,0.1531,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
last,year,4,306,last,74,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,year.n.02
first,night,17,311,first,184,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
same,weekend,5,332,same,108,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,weekend.n.01
few,weeks,3,332,several,542,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,week.n.03
last,year,4,333,next,438,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,year.n.02
few,seconds,1,335,few,505,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
last,morning,6,335,next,766,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,morning.n.01
terrible,summer thunderstorms,1,336,bad,687,-1.0,-0.5423,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,summer.n.01
extra,night,17,336,extra,741,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
unplanned,night,17,336,unplanned,741,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
last,day,13,336,next,874,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
last,minute,6,342,last,458,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
few,weeks,3,344,few,1026,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,week.n.03
free,nights,7,344,free,3039,1.0,0.5106,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
19th,anniversary,1,347,19th,67,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,anniversary.n.01
few,weekend,5,347,past,268,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,weekend.n.01
cheap,night,17,350,cheap,291,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
last,morning,6,352,next,381,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,morning.n.01
hot,morning,6,352,hot,381,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,morning.n.01
first,night,17,352,third,625,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
first,night,17,356,third,335,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
last,day,13,356,next,388,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
biggest,day,13,356,big,388,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
mere,minute,6,358,mere,1574,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
minute,minute,6,358,minute,1574,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
19th,Anniversary,1,364,20th,1528,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,anniversary.n.01
great,day,13,364,great,3382,1.0,0.6249,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
half,day,13,364,half,3394,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
great,day trip,1,364,great,3398,1.0,0.6249,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
early,morning,6,364,early,5235,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,morning.n.01
many,nights,7,369,most,234,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
consecutive,nights,7,373,consecutive,50,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
few,days,7,374,few,261,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
last,night,17,376,last,92,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,night.n.07
posted,times,9,377,posted,601,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,times.n.01
few,times,9,380,few,643,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,times.n.01
many,day,13,404,many,2256,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
last,day,13,409,last,411,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
few,minutes,11,412,few,53,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,moment.n.02
many,times,9,421,many,469,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,times.n.01
few,days,7,421,enough,507,0.0,0.0,time_period.n.01,119,0.004451904978410033,0.08403361344537816,0.04624705882352942,day.n.02
Poor,dinner,3,1,poor,353,-1.0,-0.4767,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,dinner.n.01
Poor,food,42,1,Poor,538,-1.0,-0.4767,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
good,food,42,2,fantastic,579,1.0,0.5574,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
service,food,42,2,service,579,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
good,food,42,2,good,579,1.0,0.4404,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
correct,buffet,16,5,correct,1356,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
correct,breakfast buffet,9,5,correct,1356,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
good,breakfast,32,9,good,1677,1.0,0.4404,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
hot,breakfast,32,9,hot,1677,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
next,meal,5,11,last,145,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,meal.n.01
AMAZING,chocolate,1,60,beautiful,777,1.0,0.5994,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,cocoa.n.01
cheap,breakfast,32,60,cheap,893,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
worth,breakfast,32,60,worth,893,1.0,0.2263,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
slow,breakfast,32,63,slow,529,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
leisurely,breakfast,32,63,leisurely,529,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
AMAZING,breakfast,32,66,AMAZING,975,1.0,0.5859,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
AMAZING,buffet,16,66,AMAZING,985,1.0,0.5859,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
AMAZING,breakfast buffet,9,66,AMAZING,985,1.0,0.5859,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
good,breakfast,32,68,best,48,1.0,0.6369,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
focused,breakfast,32,68,focused,252,1.0,0.3818,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
AMAZING,food,42,69,superb,157,1.0,0.6249,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
good,breakfast,32,69,excellent,509,1.0,0.5719,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
good,wine,1,70,great,438,1.0,0.6249,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,wine.n.01
rich,Breakfast,2,70,rich,1495,1.0,0.5574,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
good,breakfast,32,77,best,117,1.0,0.6369,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
good,buffet,16,77,best,127,1.0,0.6369,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
good,breakfast buffet,9,77,best,127,1.0,0.6369,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
other,dinner,3,77,Many,303,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,dinner.n.01
fine,dinner,3,77,fine,303,1.0,0.2023,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,dinner.n.01
quick,beer,1,96,quick,818,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,beer.n.01
few,coffee,5,104,several,728,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,coffee.n.01
cheap,eats,1,110,cheap,506,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,chow.n.02
good,coffee bars,1,122,great,819,1.0,0.6249,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,coffee.n.01
expensive,Meals,1,122,expensive,849,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,meal.n.01
expensive,soda,1,123,expensive,904,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,pop.n.02
expensive,buffet,16,124,expensive,1285,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
expensive,breakfast buffet,9,124,expensive,1285,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
quick,breakfast,32,152,quick,1421,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
fine,breakfast,32,155,fine,826,1.0,0.2023,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
tempura,tempura,1,155,tempura,972,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,tempura.n.01
fine,food,42,155,fine,1012,1.0,0.2023,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
Japanese,food,42,160,Japanese,832,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
immediate,food,42,161,immediate,527,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
immediate,food discounts,1,161,immediate,532,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
good,buffet,16,161,fantastic,647,1.0,0.5574,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
tiny,breakfast,32,163,little,1033,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
intercontinental,cup,2,169,intercontinental,98,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,cup.n.06
intercontinental,soccer cup,1,169,intercontinental,98,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,cup.n.06
huge,buffet,16,174,huge,260,1.0,0.3182,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
good,course,1,176,good,1379,1.0,0.4404,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,course.n.07
good,meal,5,187,excellent,2726,1.0,0.5719,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,meal.n.01
good,Breakfasts,1,187,good,2994,1.0,0.4404,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
pleased,Coffee drinkers,1,188,pleased,758,1.0,0.4404,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,coffee.n.01
expensive,Food,2,192,expensive,645,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
adequate,food,42,194,reasonable,2350,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
expensive,food,42,194,expensive,2350,-0.0,-0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
tiny,cheese,1,197,tiny,541,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,cheese.n.01
tiny,cheese plate,1,197,tiny,548,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,cheese.n.01
tiny,cup,2,197,tiny,564,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,cup.n.06
tiny,mug cup,1,197,tiny,564,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,cup.n.06
AMAZING,buffet,16,197,wonderful,1133,1.0,0.5719,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
good,food,42,198,excellent,758,1.0,0.5719,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
expensive,food,42,198,expensive,758,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
mixed,breakfast,32,198,mixed,1096,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
Japanese,breakfast,32,198,Japanese,1096,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,breakfast.n.01
mixed,buffet,16,198,mixed,1106,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
Japanese,buffet,16,198,Japanese,1106,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
mixed,breakfast buffet,9,198,mixed,1106,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
Japanese,breakfast buffet,9,198,Japanese,1106,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
same,buffet,16,230,same,432,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
same,Breakfast buffet,1,230,same,432,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,buffet.n.02
Japanese,snacks,1,236,Japanese,734,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,bite.n.04
few,dinners,2,239,few,1895,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,dinner.n.01
lovely,dinners,2,239,lovely,1895,1.0,0.5859,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,dinner.n.01
unheard,meal,5,239,unheard,2061,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,meal.n.01
basic,fare,1,240,basic,327,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,fare.n.04
other,lunch,1,242,other,640,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,lunch.n.01
good,food,42,245,great,830,1.0,0.6249,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
Japanese,food,42,245,Japanese,830,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
Half,food,42,245,Half,1313,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
Japanese,food,42,245,Japanese,1313,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
Half,food,42,245,half,1344,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
western,food,42,245,Western,1344,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
Half,food,42,245,Half,1344,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
Japanese,food,42,245,Japanese,1344,0.0,0.0,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
complimentary,food,42,246,complimentary,1991,1.0,0.4404,food.n.01,169,0.006869080164530678,0.3254437869822485,0.16277692307692307,food.n.01
