AdCluster,Aspect,AspectCount,CommentId,Descriptor,Position,SentimentBinary,SentimentCompound,Topic,TopicCount,TopicImportance,TopicSentimentBinary,TopicSentimentCompound,WordnetNode
English,muffin,2,312,English,30,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,muffin.n.01
good,food,71,313,good,4,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,315,Great,6,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
bad,fries,6,322,worst,46,-1.0,-0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,french_fries.n.01
amazing,meal,6,324,amazing,56,1.0,0.5859,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,meal.n.01
good,dish,4,328,better,83,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dish.n.02
overall,dish,4,328,overall,83,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dish.n.02
good,food,71,336,Great,18,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
delicioso,food,71,339,delicioso,9,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,beer,6,346,Pretty,12,1.0,0.4939,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,beer.n.01
good,beer,6,346,good,12,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,beer.n.01
good,beer selection,3,346,Pretty,17,1.0,0.4939,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,beer.n.01
good,beer selection,3,346,good,17,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,beer.n.01
oven,bread,6,349,oven,27,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,bread.n.01
delicious,food,71,350,delicious,52,1.0,0.5719,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
real,treat,2,356,real,77,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dainty.n.01
good,tacos,4,376,Best,5,1.0,0.6369,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,taco.n.02
good,dinners,1,382,great,16,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dinner.n.01
bad,food,71,384,terrible,4,-1.0,-0.4767,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
healthy,food,71,391,healthy,39,1.0,0.4019,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
authentic,food,71,391,authentic,39,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
ethic,food,71,391,ethic,39,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
amazing,food,71,396,incredible,20,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
transcendant,food,71,396,transcendant,20,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
pneumatic,condiment,1,396,pneumatic,127,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,condiment.n.01
good,dish,4,398,great,55,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dish.n.02
good,Food,6,408,good,0,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
iced,tea,3,411,iced,57,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,tea.n.02
good,pizza,7,427,good,28,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,pizza.n.01
amazing,breakfast,3,443,wonderful,43,1.0,0.5719,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,breakfast.n.01
amazing,lunch,3,443,wonderful,53,1.0,0.5719,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,lunch.n.01
delicious,food,71,449,delicious,4,1.0,0.5719,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
delicious,food,71,449,spicy,4,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,453,good,88,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
bad,food,71,453,bad,101,-1.0,-0.5423,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,453,good,101,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
bad,food,71,453,bad,133,-1.0,-0.5423,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,457,good,4,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,tater,2,459,Best,5,1.0,0.6369,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,potato.n.01
tater,tater,2,459,tater,5,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,potato.n.01
creamy,cream,2,462,creamy,16,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,cream.n.02
smooth,cream,2,462,smooth,16,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,cream.n.02
creamy,vanilla cream,2,462,creamy,16,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,vanilla.n.02
smooth,vanilla cream,2,462,smooth,16,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,vanilla.n.02
outstanding,food,71,466,outstanding,4,1.0,0.6124,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
warm,cheese,2,476,cold,11,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,cheese.n.01
white,truffle,1,487,white,108,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,truffle.n.03
good,pasta,2,511,much,18,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,pasta.n.01
thin,pizzas,2,511,thin,76,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,pizza.n.01
good,food,71,516,good,4,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
typical,food,71,516,typical,43,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
unhealthy,meal,6,523,unhealthy,20,-1.0,-0.5267,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,meal.n.01
amazing,burgers,3,525,amazing,6,1.0,0.5859,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,hamburger.n.01
authentic,food,71,534,authentic,30,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
Mexican,food,71,534,Mexican,30,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
amazing,desserts,3,538,amazing,46,1.0,0.5859,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dessert.n.01
good,entrees,1,540,best,52,1.0,0.6369,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,entree.n.01
amazing,pizzas,2,541,amazing,51,1.0,0.5859,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,pizza.n.01
strange,desserts,3,549,strange,4,-1.0,-0.2023,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dessert.n.01
authentic,food,71,583,authentic,31,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
authentic,Thai food,1,583,authentic,31,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,586,Great,6,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
cheap,olives,2,588,cheap,51,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,olive.n.04
white,olives,2,588,black,51,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,olive.n.04
powdered,sugar,1,589,powdered,120,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sugar.n.01
good,cheese,2,603,best,24,1.0,0.6369,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,cheese.n.01
good,food,71,604,great,18,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,604,Good,18,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
satisfying,meal,6,605,satisfying,35,1.0,0.4588,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,meal.n.01
amazing,tacos,4,616,amazing,25,1.0,0.5859,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,taco.n.02
good,sandwich,4,632,good,15,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sandwich.n.01
good,beef sandwich,2,632,good,15,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sandwich.n.01
Ordered,burger,4,635,Ordered,8,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,hamburger.n.01
rare,burger,4,635,rare,8,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,hamburger.n.01
impeccable,food,71,638,impeccable,114,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
average,Food,6,648,average,0,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
amazing,burger,4,652,awesome,41,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,hamburger.n.01
amazing,beer,6,652,awesome,52,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,beer.n.01
sit,meal,6,653,sit,36,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,meal.n.01
good,cheeseburger,3,674,great,20,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,cheeseburger.n.01
double,cheeseburger,3,674,double,20,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,cheeseburger.n.01
amazing,food,71,675,Awesome,20,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,684,good,10,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
made,sauce,4,687,made,53,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sauce.n.01
good,seafood plate,1,689,best,64,1.0,0.6369,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,plate.n.08
good,food,71,690,Good,5,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
sergeant,sandwich,4,694,sergeant,25,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sandwich.n.01
sergeant,beef sandwich,2,694,sergeant,25,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sandwich.n.01
good,sandwich,4,694,excellent,66,1.0,0.5719,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sandwich.n.01
amazing,meal,6,703,awesome,37,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,meal.n.01
grilled,pizza,7,715,grilled,20,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,pizza.n.01
Italian,pizza,7,715,Italian,56,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,pizza.n.01
oven,pizza,7,716,oven,92,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,pizza.n.01
homemade,dough,1,716,homemade,112,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dough.n.01
new,dishes,8,720,new,42,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dish.n.02
old,dishes,8,720,old,42,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dish.n.02
good,food,71,723,great,4,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,food,71,726,Great,6,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
lukewarm,food,71,731,lukewarm,4,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
Indian,naan,1,735,Indian,27,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,nan.n.04
Indian,bread,6,735,Indian,32,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,bread.n.01
Indian,naan bread,1,735,Indian,32,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,bread.n.01
delicious,sauce,4,735,spicy,74,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sauce.n.01
delicious,nut sauce,1,735,spicy,74,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,sauce.n.01
delicious,food,71,738,tasty,49,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
special,treat,2,746,special,84,1.0,0.4019,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dainty.n.01
good,Food,6,761,good,0,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
OK,dishes,8,763,OK,12,1.0,0.296,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dish.n.02
good,food,71,769,good,73,1.0,0.4404,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
key,food,71,769,key,73,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
affordable,food,71,769,affordable,73,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
good,dinner,3,772,Great,20,1.0,0.6249,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,dinner.n.01
delicious,food,71,773,tasty,4,0.0,0.0,food.n.01,241,0.04848096154062393,0.34439834024896265,0.1750186721991701,food.n.01
